date,tickers
2013-05-20,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,PG,IBM,WFC,JPM,PFE,KO,ORCL,C,PM,T,VZ,BAC,GE,CSCO,PEP,MRK,AMZN,INTC,DIS,V,QCOM,HD,CMCSA,SLB,MCD,GILD,UPS,AXP,GS,COP,AMGN,BA,MO,UNP,ABBV,OXY,CVS,BMY,MA,AIG,USB,MMM,UNH"
2013-05-21,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,PG,IBM,WFC,JPM,PFE,KO,ORCL,C,PM,T,VZ,GE,BAC,MRK,CSCO,PEP,AMZN,INTC,DIS,V,QCOM,HD,CMCSA,SLB,MCD,GILD,UPS,AXP,GS,COP,AMGN,BA,ABBV,MO,UNP,CVS,BMY,OXY,MA,AIG,USB,MMM,UNH"
2013-05-22,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,PG,IBM,WFC,JPM,PFE,KO,ORCL,C,PM,T,VZ,GE,BAC,MRK,PEP,CSCO,AMZN,INTC,DIS,V,HD,QCOM,CMCSA,MCD,SLB,GILD,UPS,AXP,GS,AMGN,COP,BMY,BA,ABBV,MO,UNP,CVS,OXY,MA,AIG,USB,MMM,UNH"
2013-05-23,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,PG,IBM,WFC,JPM,PFE,KO,ORCL,PM,C,T,VZ,GE,BAC,MRK,PEP,CSCO,INTC,AMZN,DIS,V,HD,QCOM,CMCSA,MCD,SLB,GILD,UPS,AXP,AMGN,GS,BMY,COP,BA,ABBV,MO,UNP,CVS,OXY,MA,AIG,USB,MMM,UNH"
2013-05-24,"AAPL,XOM,GOOGL,MSFT,WMT,JNJ,CVX,PG,IBM,WFC,JPM,PFE,KO,ORCL,C,PM,T,VZ,GE,BAC,MRK,PEP,CSCO,AMZN,INTC,DIS,V,HD,QCOM,CMCSA,MCD,SLB,GILD,AXP,UPS,GS,AMGN,BMY,COP,BA,MO,UNP,CVS,ABBV,OXY,MA,AIG,USB,MMM,UNH"
2013-05-28,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,PG,IBM,WFC,JPM,PFE,KO,ORCL,C,PM,T,VZ,GE,BAC,MRK,CSCO,PEP,AMZN,DIS,INTC,V,HD,QCOM,CMCSA,MCD,SLB,GILD,AXP,UPS,GS,AMGN,BMY,COP,BA,MO,CVS,UNP,ABBV,OXY,MA,AIG,USB,MMM,UNH"
2013-05-29,"AAPL,XOM,MSFT,GOOGL,WMT,CVX,JNJ,PG,IBM,WFC,JPM,PFE,KO,ORCL,C,PM,T,BAC,GE,VZ,MRK,CSCO,PEP,AMZN,INTC,DIS,V,HD,QCOM,CMCSA,SLB,MCD,GILD,AXP,GS,UPS,AMGN,COP,BMY,BA,OXY,MO,CVS,UNP,ABBV,MA,AIG,USB,MMM,UNH"
2013-05-30,"AAPL,XOM,MSFT,GOOGL,WMT,JNJ,CVX,PG,IBM,WFC,JPM,PFE,KO,ORCL,C,PM,BAC,GE,T,VZ,MRK,CSCO,PEP,AMZN,INTC,V,DIS,HD,QCOM,CMCSA,SLB,MCD,GILD,AXP,GS,UPS,AMGN,BMY,COP,BA,OXY,UNP,MO,CVS,ABBV,MA,AIG,USB,UNH,MMM"
2013-05-31,"AAPL,XOM,MSFT,GOOGL,WMT,JNJ,CVX,IBM,PG,WFC,JPM,PFE,KO,C,ORCL,PM,BAC,GE,T,VZ,MRK,CSCO,PEP,AMZN,INTC,V,DIS,HD,QCOM,CMCSA,SLB,MCD,GILD,AXP,GS,UPS,BMY,AMGN,COP,BA,MO,UNP,OXY,CVS,MA,ABBV,AIG,USB,MMM,UNH"
2013-06-03,"AAPL,XOM,MSFT,GOOGL,WMT,CVX,JNJ,PG,IBM,WFC,JPM,PFE,KO,ORCL,C,PM,BAC,GE,T,VZ,MRK,CSCO,PEP,INTC,AMZN,V,DIS,HD,QCOM,CMCSA,MCD,SLB,AXP,GS,UPS,GILD,BMY,BA,COP,AMGN,MO,OXY,UNP,CVS,MA,ABBV,AIG,USB,MMM,UNH"
2013-06-04,"AAPL,XOM,MSFT,GOOGL,WMT,JNJ,CVX,PG,IBM,WFC,JPM,PFE,KO,ORCL,C,PM,GE,T,BAC,VZ,MRK,CSCO,PEP,INTC,AMZN,V,DIS,QCOM,HD,CMCSA,MCD,SLB,AXP,GS,UPS,GILD,BMY,COP,BA,AMGN,OXY,MO,UNP,CVS,ABBV,MA,AIG,USB,MMM,UNH"
2013-06-05,"AAPL,XOM,MSFT,GOOGL,WMT,JNJ,CVX,PG,IBM,WFC,JPM,PFE,KO,ORCL,C,PM,T,GE,BAC,VZ,MRK,CSCO,PEP,INTC,AMZN,V,DIS,QCOM,HD,CMCSA,MCD,SLB,AXP,UPS,GS,GILD,BMY,COP,BA,OXY,MO,AMGN,UNP,CVS,ABBV,MA,AIG,USB,MMM,UNH"
2013-06-06,"AAPL,XOM,MSFT,GOOGL,WMT,JNJ,CVX,PG,WFC,IBM,JPM,PFE,KO,C,ORCL,PM,T,GE,VZ,BAC,MRK,CSCO,PEP,INTC,AMZN,V,DIS,HD,QCOM,CMCSA,SLB,MCD,AXP,GS,UPS,GILD,BMY,COP,BA,AMGN,UNP,MO,OXY,CVS,ABBV,MA,AIG,USB,MMM,UNH"
2013-06-07,"AAPL,XOM,MSFT,GOOGL,WMT,JNJ,CVX,PG,WFC,IBM,JPM,PFE,KO,C,ORCL,PM,GE,BAC,T,VZ,MRK,CSCO,PEP,AMZN,INTC,DIS,V,HD,CMCSA,QCOM,MCD,SLB,AXP,GS,UPS,GILD,BMY,BA,COP,AMGN,UNP,MO,OXY,CVS,ABBV,MA,AIG,USB,MMM,UNH"
2013-06-10,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,PG,WFC,IBM,JPM,PFE,KO,C,ORCL,PM,T,GE,VZ,BAC,MRK,CSCO,PEP,AMZN,INTC,V,DIS,HD,QCOM,CMCSA,MCD,SLB,AXP,GS,UPS,GILD,BA,BMY,COP,AMGN,UNP,MO,CVS,OXY,ABBV,MA,AIG,USB,UNH,MMM"
2013-06-11,"AAPL,XOM,GOOGL,MSFT,WMT,JNJ,CVX,PG,WFC,IBM,JPM,PFE,KO,ORCL,C,PM,T,GE,VZ,BAC,MRK,CSCO,PEP,AMZN,INTC,V,DIS,HD,QCOM,CMCSA,MCD,SLB,AXP,GS,UPS,GILD,BMY,BA,COP,AMGN,MO,UNP,CVS,OXY,ABBV,MA,AIG,USB,UNH,MMM"
2013-06-12,"XOM,AAPL,MSFT,GOOGL,WMT,JNJ,CVX,PG,WFC,IBM,JPM,PFE,KO,ORCL,C,PM,T,GE,VZ,BAC,MRK,CSCO,PEP,AMZN,INTC,V,DIS,HD,QCOM,CMCSA,MCD,SLB,AXP,GS,UPS,GILD,BA,BMY,COP,AMGN,UNP,CVS,MO,OXY,ABBV,MA,AIG,USB,UNH,MMM"
2013-06-13,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,PG,WFC,IBM,JPM,PFE,KO,ORCL,C,PM,T,GE,VZ,BAC,MRK,CSCO,PEP,AMZN,INTC,V,DIS,HD,QCOM,CMCSA,MCD,SLB,GS,AXP,UPS,GILD,BA,BMY,COP,AMGN,UNP,CVS,OXY,MO,MA,ABBV,AIG,USB,UNH,MMM"
2013-06-14,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,PG,WFC,IBM,JPM,PFE,KO,ORCL,PM,C,VZ,T,GE,BAC,MRK,CSCO,PEP,AMZN,INTC,V,DIS,HD,QCOM,CMCSA,MCD,SLB,GS,UPS,GILD,AXP,BA,BMY,COP,AMGN,UNP,CVS,MO,OXY,MA,ABBV,AIG,USB,UNH,MMM"
2013-06-17,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,PG,WFC,IBM,JPM,PFE,KO,ORCL,PM,C,GE,VZ,T,BAC,MRK,CSCO,PEP,AMZN,INTC,V,DIS,HD,QCOM,CMCSA,MCD,SLB,GS,UPS,AXP,BA,GILD,BMY,COP,AMGN,CVS,UNP,MO,OXY,MA,ABBV,AIG,USB,UNH,MMM"
2013-06-18,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,PG,WFC,IBM,JPM,PFE,KO,ORCL,C,PM,GE,VZ,T,BAC,MRK,CSCO,AMZN,PEP,INTC,V,DIS,HD,QCOM,CMCSA,MCD,SLB,UPS,GS,AXP,GILD,BA,BMY,COP,AMGN,CVS,UNP,MO,OXY,MA,ABBV,AIG,UNH,USB,MMM"
2013-06-19,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,PG,WFC,IBM,JPM,PFE,KO,ORCL,C,GE,PM,VZ,T,BAC,MRK,CSCO,AMZN,INTC,PEP,V,DIS,HD,QCOM,CMCSA,MCD,SLB,UPS,GS,AXP,BA,GILD,COP,BMY,AMGN,CVS,UNP,MA,OXY,MO,ABBV,AIG,UNH,USB,MMM"
2013-06-20,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,PG,WFC,IBM,JPM,PFE,KO,ORCL,C,GE,PM,VZ,T,BAC,CSCO,MRK,AMZN,PEP,INTC,V,DIS,HD,QCOM,CMCSA,MCD,SLB,UPS,AXP,GS,BA,GILD,COP,BMY,AMGN,UNP,CVS,MA,MO,OXY,AIG,ABBV,USB,UNH,MMM"
2013-06-21,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,PG,WFC,IBM,JPM,PFE,KO,GE,PM,C,VZ,T,ORCL,BAC,CSCO,MRK,AMZN,PEP,INTC,V,DIS,HD,QCOM,CMCSA,MCD,SLB,UPS,AXP,GS,BA,BMY,GILD,COP,AMGN,UNP,CVS,MO,MA,OXY,ABBV,USB,AIG,UNH,MMM"
2013-06-24,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,PG,WFC,IBM,JPM,PFE,KO,PM,GE,VZ,T,ORCL,C,BAC,MRK,CSCO,AMZN,PEP,INTC,V,DIS,HD,CMCSA,QCOM,MCD,SLB,UPS,AXP,GS,BMY,GILD,BA,COP,AMGN,CVS,UNP,MO,OXY,MA,ABBV,USB,UNH,AIG,MMM"
2013-06-25,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,PG,WFC,IBM,JPM,PFE,KO,VZ,C,T,GE,PM,ORCL,BAC,MRK,CSCO,AMZN,PEP,INTC,V,DIS,QCOM,HD,CMCSA,MCD,SLB,UPS,AXP,GS,GILD,BA,BMY,COP,AMGN,UNP,MO,CVS,MA,OXY,ABBV,USB,UNH,AIG,MMM"
2013-06-26,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,PG,WFC,IBM,JPM,PFE,KO,VZ,C,T,PM,GE,ORCL,BAC,CSCO,MRK,AMZN,PEP,INTC,V,DIS,HD,QCOM,CMCSA,MCD,SLB,UPS,AXP,GILD,BA,BMY,GS,AMGN,COP,UNP,MO,CVS,MA,OXY,ABBV,USB,UNH,AIG,MMM"
2013-06-27,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,PG,WFC,IBM,JPM,PFE,KO,C,VZ,T,PM,GE,ORCL,BAC,CSCO,MRK,AMZN,PEP,INTC,V,DIS,HD,CMCSA,QCOM,MCD,SLB,UPS,AXP,BA,GILD,GS,BMY,AMGN,COP,UNP,MO,CVS,OXY,MA,ABBV,USB,UNH,AIG,MMM"
2013-06-28,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,WFC,PG,JPM,IBM,PFE,KO,C,VZ,T,GE,ORCL,PM,BAC,CSCO,MRK,AMZN,PEP,INTC,V,DIS,HD,CMCSA,QCOM,MCD,SLB,UPS,AXP,GILD,BA,GS,COP,AMGN,BMY,UNP,CVS,MO,MA,OXY,USB,AIG,UNH,ABBV,MMM"
2013-07-01,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,WFC,PG,IBM,JPM,KO,PFE,C,VZ,GE,T,PM,ORCL,BAC,CSCO,MRK,AMZN,PEP,INTC,V,DIS,HD,CMCSA,QCOM,MCD,SLB,UPS,AXP,GILD,BA,COP,GS,BMY,AMGN,UNP,MO,MA,CVS,OXY,USB,AIG,ABBV,UNH,MMM"
2013-07-02,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,WFC,PG,IBM,JPM,KO,PFE,C,VZ,T,PM,GE,ORCL,BAC,CSCO,MRK,AMZN,PEP,V,INTC,DIS,HD,CMCSA,QCOM,MCD,SLB,UPS,AXP,GILD,BA,COP,GS,AMGN,BMY,UNP,CVS,MO,MA,OXY,ABBV,USB,AIG,UNH,F"
2013-07-03,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,WFC,PG,IBM,JPM,KO,PFE,VZ,C,T,PM,ORCL,GE,BAC,CSCO,MRK,AMZN,PEP,V,INTC,DIS,HD,CMCSA,QCOM,MCD,SLB,UPS,AXP,GILD,BA,COP,GS,AMGN,UNP,BMY,CVS,MO,MA,OXY,ABBV,USB,UNH,AIG,F"
2013-07-05,"XOM,AAPL,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,KO,PFE,C,VZ,ORCL,T,PM,GE,BAC,CSCO,MRK,AMZN,PEP,V,INTC,DIS,HD,CMCSA,QCOM,MCD,SLB,AXP,UPS,GILD,BA,COP,GS,AMGN,BMY,UNP,MA,CVS,MO,OXY,ABBV,USB,AIG,UNH,F"
2013-07-08,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,WFC,PG,JPM,IBM,KO,PFE,C,VZ,ORCL,PM,T,BAC,GE,AMZN,MRK,CSCO,PEP,V,DIS,INTC,HD,CMCSA,QCOM,MCD,SLB,AXP,UPS,GILD,BA,COP,GS,AMGN,CVS,BMY,UNP,MO,MA,OXY,ABBV,USB,UNH,AIG,F"
2013-07-09,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,WFC,PG,JPM,IBM,KO,PFE,C,VZ,ORCL,BAC,PM,GE,T,CSCO,MRK,AMZN,PEP,V,DIS,INTC,HD,CMCSA,SLB,QCOM,MCD,UPS,AXP,GILD,BA,COP,GS,AMGN,UNP,BMY,CVS,MO,MA,OXY,ABBV,USB,UNH,AIG,F"
2013-07-10,"XOM,AAPL,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,KO,PFE,C,VZ,ORCL,BAC,GE,PM,T,CSCO,MRK,AMZN,PEP,V,DIS,INTC,HD,CMCSA,QCOM,SLB,MCD,GILD,UPS,AXP,BA,COP,GS,AMGN,BMY,CVS,MO,UNP,MA,ABBV,OXY,USB,UNH,AIG,F"
2013-07-11,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,WFC,PG,JPM,IBM,KO,PFE,C,ORCL,VZ,PM,GE,BAC,T,CSCO,AMZN,MRK,PEP,V,INTC,DIS,CMCSA,HD,QCOM,SLB,MCD,GILD,UPS,AXP,BA,COP,GS,AMGN,BMY,CVS,MO,UNP,MA,OXY,ABBV,UNH,USB,AIG,F"
2013-07-12,"XOM,AAPL,GOOGL,MSFT,WMT,JNJ,CVX,WFC,PG,JPM,IBM,KO,PFE,C,BAC,PM,VZ,GE,ORCL,T,AMZN,CSCO,MRK,PEP,V,DIS,INTC,CMCSA,HD,QCOM,SLB,MCD,GILD,AXP,UPS,COP,GS,AMGN,BA,BMY,CVS,UNP,MO,MA,ABBV,OXY,USB,AIG,UNH,F"
2013-07-15,"XOM,AAPL,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,KO,PFE,C,BAC,ORCL,PM,GE,VZ,T,AMZN,CSCO,MRK,PEP,V,INTC,DIS,CMCSA,HD,QCOM,SLB,MCD,GILD,AXP,GS,COP,BA,UPS,AMGN,BMY,MO,CVS,UNP,MA,ABBV,OXY,AIG,USB,F,UNH"
2013-07-16,"XOM,AAPL,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,C,BAC,ORCL,PM,VZ,T,GE,AMZN,CSCO,MRK,PEP,V,INTC,DIS,CMCSA,HD,QCOM,SLB,MCD,GILD,AXP,UPS,COP,GS,BA,AMGN,MO,CVS,BMY,UNP,MA,ABBV,OXY,USB,AIG,UNH,F"
2013-07-17,"XOM,AAPL,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,KO,PFE,C,BAC,ORCL,VZ,PM,T,GE,AMZN,CSCO,MRK,PEP,V,INTC,DIS,HD,CMCSA,QCOM,SLB,MCD,GILD,AXP,UPS,COP,GS,BA,AMGN,CVS,MO,UNP,BMY,MA,ABBV,OXY,AIG,USB,F,UNH"
2013-07-18,"XOM,AAPL,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,KO,PFE,C,BAC,ORCL,PM,GE,T,VZ,CSCO,AMZN,PEP,MRK,V,DIS,CMCSA,INTC,HD,QCOM,SLB,MCD,GILD,UPS,BA,GS,COP,AXP,AMGN,CVS,UNP,MO,BMY,MA,OXY,ABBV,UNH,AIG,USB,F"
2013-07-19,"XOM,AAPL,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,KO,PFE,C,BAC,GE,ORCL,T,VZ,PM,AMZN,CSCO,MRK,PEP,V,CMCSA,DIS,INTC,HD,SLB,QCOM,MCD,GILD,AMGN,UPS,GS,COP,BA,AXP,UNP,CVS,MO,BMY,MA,UNH,OXY,ABBV,AIG,USB,F"
2013-07-22,"XOM,AAPL,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,C,BAC,GE,ORCL,VZ,PM,T,AMZN,CSCO,MRK,PEP,V,CMCSA,DIS,HD,INTC,SLB,QCOM,MCD,GILD,GS,AMGN,UPS,COP,BA,AXP,UNP,CVS,BMY,MO,MA,UNH,ABBV,OXY,AIG,USB,F"
2013-07-23,"XOM,AAPL,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,C,BAC,GE,ORCL,VZ,T,PM,CSCO,AMZN,MRK,PEP,V,CMCSA,DIS,HD,INTC,SLB,QCOM,MCD,GILD,GS,UPS,BA,COP,AMGN,AXP,CVS,UNP,BMY,UNH,MA,MO,OXY,ABBV,USB,AIG,F"
2013-07-24,"XOM,AAPL,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,C,BAC,GE,ORCL,VZ,PM,T,CSCO,AMZN,MRK,PEP,V,CMCSA,DIS,HD,INTC,SLB,QCOM,MCD,GILD,GS,UPS,BA,AXP,COP,AMGN,CVS,UNP,BMY,UNH,MA,MO,OXY,ABBV,USB,F,AIG"
2013-07-25,"XOM,AAPL,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,C,BAC,GE,ORCL,VZ,PM,T,AMZN,CSCO,MRK,PEP,V,CMCSA,DIS,INTC,HD,SLB,QCOM,MCD,GILD,AMGN,GS,AXP,UPS,COP,BA,CVS,UNP,UNH,BMY,MA,MO,ABBV,OXY,USB,AIG,F"
2013-07-26,"XOM,AAPL,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,C,BAC,ORCL,GE,VZ,PM,T,AMZN,CSCO,MRK,PEP,V,DIS,INTC,CMCSA,HD,QCOM,SLB,MCD,GILD,AMGN,GS,UPS,AXP,COP,BA,CVS,UNP,BMY,MA,UNH,MO,ABBV,OXY,USB,AIG,F"
2013-07-29,"AAPL,XOM,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,C,BAC,ORCL,GE,VZ,T,PM,AMZN,CSCO,MRK,PEP,V,INTC,DIS,CMCSA,HD,QCOM,SLB,MCD,GILD,AMGN,UPS,GS,AXP,COP,BA,CVS,UNH,UNP,BMY,MA,ABBV,MO,OXY,USB,AIG,F"
2013-07-30,"AAPL,XOM,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,C,BAC,ORCL,GE,VZ,PM,T,CSCO,AMZN,MRK,PEP,V,INTC,DIS,HD,CMCSA,QCOM,SLB,MCD,GILD,AMGN,UPS,AXP,GS,BA,COP,CVS,UNP,MA,UNH,BMY,ABBV,MO,USB,OXY,AIG,F"
2013-07-31,"AAPL,XOM,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,C,BAC,ORCL,GE,PM,VZ,T,CSCO,AMZN,MRK,PEP,CMCSA,INTC,DIS,HD,V,QCOM,SLB,MCD,GILD,AMGN,UPS,GS,COP,BA,AXP,CVS,MA,UNP,UNH,ABBV,BMY,MO,OXY,USB,AIG,MMM"
2013-08-01,"AAPL,XOM,GOOGL,JNJ,MSFT,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,C,BAC,ORCL,GE,PM,VZ,T,CSCO,AMZN,MRK,PEP,CMCSA,DIS,INTC,V,HD,QCOM,SLB,MCD,GILD,GS,AMGN,UPS,COP,AXP,BA,MA,CVS,UNP,UNH,BMY,ABBV,MO,AIG,OXY,USB,F"
2013-08-02,"AAPL,XOM,GOOGL,JNJ,MSFT,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,C,BAC,ORCL,GE,PM,VZ,T,CSCO,AMZN,MRK,PEP,CMCSA,DIS,V,INTC,HD,QCOM,SLB,MCD,GILD,GS,COP,AMGN,UPS,BA,AXP,MA,UNP,CVS,BMY,UNH,ABBV,AIG,MO,USB,F,OXY"
2013-08-05,"AAPL,XOM,GOOGL,JNJ,MSFT,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,C,BAC,ORCL,GE,PM,VZ,T,CSCO,AMZN,MRK,PEP,CMCSA,DIS,V,INTC,QCOM,HD,SLB,MCD,GILD,GS,COP,UPS,AXP,BA,AMGN,MA,CVS,UNP,UNH,BMY,AIG,MO,ABBV,USB,OXY,F"
2013-08-06,"AAPL,XOM,GOOGL,JNJ,MSFT,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,BAC,C,ORCL,GE,VZ,PM,T,CSCO,AMZN,MRK,PEP,DIS,CMCSA,V,INTC,HD,QCOM,SLB,MCD,GILD,COP,UPS,GS,AXP,BA,AMGN,MA,UNP,UNH,CVS,BMY,ABBV,AIG,MO,USB,OXY,F"
2013-08-07,"AAPL,XOM,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,C,BAC,ORCL,GE,VZ,T,PM,CSCO,MRK,AMZN,PEP,CMCSA,DIS,V,INTC,HD,QCOM,SLB,MCD,GILD,AMGN,UPS,COP,GS,AXP,BA,MA,UNP,UNH,CVS,BMY,ABBV,AIG,MO,USB,OXY,MMM"
2013-08-08,"AAPL,XOM,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,C,BAC,ORCL,GE,PM,VZ,T,CSCO,MRK,AMZN,PEP,CMCSA,DIS,V,QCOM,HD,INTC,SLB,MCD,GILD,AMGN,COP,UPS,AXP,GS,BA,MA,UNP,UNH,BMY,CVS,AIG,ABBV,MO,USB,OXY,MMM"
2013-08-09,"AAPL,XOM,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,C,BAC,ORCL,GE,PM,VZ,CSCO,T,AMZN,MRK,PEP,CMCSA,DIS,V,QCOM,INTC,HD,SLB,MCD,GILD,AMGN,COP,UPS,AXP,GS,BA,MA,UNP,UNH,CVS,BMY,ABBV,AIG,MO,OXY,USB,MMM"
2013-08-12,"AAPL,XOM,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,BAC,C,ORCL,GE,PM,VZ,CSCO,T,MRK,AMZN,PEP,CMCSA,V,DIS,QCOM,INTC,HD,SLB,MCD,GILD,UPS,AMGN,COP,AXP,GS,BA,MA,UNP,CVS,UNH,ABBV,BMY,AIG,MO,OXY,USB,F"
2013-08-13,"AAPL,XOM,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,C,BAC,ORCL,GE,PM,CSCO,VZ,T,MRK,AMZN,PEP,CMCSA,V,QCOM,DIS,INTC,HD,SLB,MCD,GILD,COP,UPS,AXP,AMGN,GS,BA,MA,UNP,CVS,UNH,ABBV,BMY,AIG,MO,USB,OXY,MMM"
2013-08-14,"AAPL,XOM,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,C,BAC,ORCL,GE,PM,CSCO,VZ,T,MRK,AMZN,PEP,CMCSA,DIS,V,QCOM,INTC,HD,SLB,MCD,GILD,COP,UPS,AXP,GS,AMGN,BA,MA,UNP,CVS,UNH,AIG,ABBV,BMY,MO,USB,OXY,MMM"
2013-08-15,"AAPL,XOM,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,C,BAC,ORCL,GE,PM,VZ,T,MRK,CSCO,AMZN,PEP,QCOM,CMCSA,DIS,V,INTC,SLB,HD,MCD,GILD,COP,AXP,UPS,AMGN,GS,BA,MA,UNP,CVS,UNH,AIG,BMY,MO,ABBV,USB,OXY,MMM"
2013-08-16,"AAPL,XOM,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,BAC,C,ORCL,GE,PM,T,VZ,MRK,CSCO,AMZN,PEP,QCOM,CMCSA,DIS,V,INTC,SLB,HD,MCD,GILD,COP,AXP,UPS,GS,AMGN,BA,MA,UNP,CVS,UNH,AIG,BMY,MO,ABBV,USB,OXY,MMM"
2013-08-19,"AAPL,XOM,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,BAC,C,ORCL,GE,PM,VZ,T,MRK,CSCO,AMZN,PEP,QCOM,V,INTC,CMCSA,DIS,SLB,HD,MCD,GILD,COP,UPS,AXP,BA,AMGN,GS,MA,UNP,UNH,CVS,BMY,ABBV,AIG,MO,USB,OXY,MMM"
2013-08-20,"AAPL,XOM,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,BAC,C,ORCL,GE,VZ,PM,T,MRK,CSCO,AMZN,PEP,QCOM,INTC,CMCSA,V,DIS,SLB,HD,MCD,GILD,COP,UPS,AXP,AMGN,BA,GS,MA,UNH,UNP,CVS,AIG,BMY,ABBV,USB,MO,OXY,MMM"
2013-08-21,"AAPL,XOM,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,BAC,C,ORCL,GE,VZ,PM,T,MRK,AMZN,CSCO,PEP,V,QCOM,INTC,CMCSA,DIS,SLB,HD,MCD,GILD,COP,UPS,AMGN,AXP,BA,GS,MA,UNH,UNP,CVS,AIG,BMY,USB,ABBV,MO,OXY,MMM"
2013-08-22,"AAPL,XOM,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,BAC,C,ORCL,GE,PM,T,VZ,MRK,AMZN,CSCO,PEP,V,QCOM,INTC,CMCSA,DIS,SLB,HD,MCD,GILD,COP,UPS,AMGN,BA,AXP,GS,MA,UNP,UNH,CVS,AIG,BMY,USB,ABBV,MO,OXY,MMM"
2013-08-23,"AAPL,XOM,GOOGL,MSFT,JNJ,WMT,CVX,WFC,PG,JPM,IBM,PFE,KO,BAC,C,ORCL,GE,PM,T,VZ,MRK,AMZN,CSCO,PEP,V,QCOM,INTC,DIS,CMCSA,SLB,HD,MCD,GILD,COP,UPS,BA,AMGN,AXP,GS,MA,UNP,UNH,CVS,AIG,BMY,ABBV,MO,USB,OXY,MMM"
