date,tickers
2024-10-01,"AAPL,MSFT,NVDA,GOOG,AMZN,META,BRK.B,TSLA,AVGO,LLY,WMT,JPM,UNH,V,XOM,ORCL,MA,PG,HD,COST,JNJ,ABBV,NFLX,BAC,KO,CVX,TMUS,AMD,CRM,PEP,TMO,TXN,QCOM,INTU,ISRG,DHR,VZ,MCD,IBM,AXP,WFC,NOW,CSCO,ADBE,GE,CAT,AMGN,DIS,MCD,INTU"
2024-11-01,"AAPL,NVDA,MSFT,GOOG,AMZN,META,BRK.B,TSLA,AVGO,LLY,WMT,JPM,V,UNH,XOM,ORCL,MA,HD,PG,COST,JNJ,ABBV,NFLX,BAC,KO,CVX,TMUS,AMD,DIS,ADBE,TMO,TXN,QCOM,INTU,ISRG,DHR,VZ,MCD,IBM,AXP,GE,CAT,AMGN,NOW,CSCO,WFC,CRM,PEP,ADBE,INTU"
2024-12-01,"AAPL,NVDA,MSFT,AMZN,GOOG,META,TSLA,BRK.B,AVGO,WMT,LLY,JPM,V,UNH,XOM,ORCL,MA,COST,HD,PG,NFLX,JNJ,BAC,ABBV,CRM,CVX,TMUS,KO,MRK,ADBE,DIS,MCD,GS,TMO,TXN,QCOM,INTU,ISRG,CAT,DHR,PEP,IBM,VZ,AMGN,ABT,RTX,BKNG,NOW,PLTR,CSCO"
2025-01-01,"AAPL,NVDA,MSFT,GOOG,AMZN,META,TSLA,AVGO,BRK.B,WMT,LLY,JPM,V,MA,XOM,ORCL,UNH,COST,PG,HD,NFLX,JNJ,BAC,CRM,ABBV,CSCO,WFC,DIS,TMO,ABT,AMD,ADBE,ISRG,TXN,QCOM,PM,GE,UPS,INTU,CVX,UPS,PYPL,NFLX,PEP,MCD,IBM,VZ,BKNG,T,PLTR"
2025-02-01,"AAPL,MSFT,NVDA,GOOG,AMZN,META,TSLA,AVGO,BRK.B,WMT,JPM,LLY,V,MA,UNH,ORCL,XOM,COST,NFLX,HD,PG,JNJ,BAC,CRM,ABBV,KO,TMUS,CVX,WFC,MRK,CSCO,IBM,TMO,AXP,MS,ABT,GE,NOW,MCD,PEP,DIS,ISRG,PM,GS,QCOM,ADBE,AMD,PLTR,CAT,RTX"
2025-03-01,"AAPL,NVDA,MSFT,AMZN,GOOG,META,BRK.B,TSLA,AVGO,LLY,WMT,JPM,V,MA,XOM,COST,ORCL,UNH,NFLX,PG,JNJ,HD,ABBV,BAC,TMUS,KO,CSCO,TM,TMO,AXP,MS,ABT,GE,NOW,MCD,PEP,DIS,ISRG,PM,GS,PLTR,T,ADBE,AMD,CAT,RTX,CVX,WFC,TMO,TXN"
2025-04-01,"AAPL,MSFT,NVDA,AMZN,META,BRK.B,TSLA,AVGO,LLY,WMT,JPM,V,MA,XOM,ORCL,UNH,COST,PG,HD,NFLX,JNJ,BAC,CRM,ABBV,KO,TMUS,CVX,WFC,CSCO,MCD,PEP,DIS,ISRG,PM,GS,ADBE,AMD,PLTR,CAT,RTX,T,AXP,MS,ABT,GE,NOW,TMO,VZ,INTU,ACN"
2025-05-01,"AAPL,MSFT,NVDA,AMZN,META,BRK.B,TSLA,AVGO,LLY,WMT,JPM,V,MA,NFLX,XOM,COST,PG,HD,ORCL,UNH,HD,ABBV,KO,TMUS,CVX,WFC,CSCO,MCD,PEP,DIS,ISRG,PM,GS,ADBE,AMD,PLTR,CAT,RTX,T,AXP,MS,ABT,GE,NOW,TMO,VZ,INTU,ACN,IBM,ISRG"
2025-06-01,"MSFT,NVDA,AAPL,AMZN,GOOG,META,AVGO,TSLA,BRK.B,WMT,JPM,V,MA,NFLX,COST,XOM,PG,HD,ORCL,UNH,LLY,PLTR,KO,TMUS,CVX,WFC,CSCO,MCD,PM,DIS,CRM,AXP,MS,ABT,GE,NOW,TMO,VZ,INTU,ACN,IBM,PEP,HD,ISRG,GS,T,WFC,AXP,DIS,INTU"
2025-07-01,"NVDA,MSFT,AAPL,AMZN,GOOG,META,AVGO,BRK.B,TSLA,JPM,WMT,LLY,V,ORCL,NFLX,MA,XOM,COST,PG,JNJ,HD,BAC,ABBV,PLTR,KO,TMUS,CSCO,GE,IBM,CVX,CRM,AXP,MRK,NOW,MCD,T,UBER,RTX,ISRG,TXN,BKNG,CAT,VZ,BX,PEP,ABT,AMD,MS,INTU,ACN"
2025-08-01,"NVDA,MSFT,AAPL,AMZN,GOOG,META,AVGO,TSLA,BRK.B,WMT,JPM,V,MA,NFLX,XOM,COST,JNJ,PLTR,HD,PG,BAC,AMD,GE,CRM,MCD,BX,DIS,RTX,AXP,SHEL,MRK,CAT,NOW,T,PEP,UBER,BKNG,TMO,VZ,ISRG,ABT,INTU,GS,CVX,TMUS,ORCL,ACN,IBM,LLY,MA"
2025-09-01,"NVDA,MSFT,AAPL,GOOG,AMZN,META,AVGO,BRK.B,TSLA,JPM,WMT,V,LLY,ORCL,MA,NFLX,XOM,JNJ,COST,HD,BAC,PLTR,ABBV,PG,KO,GE,TMUS,UNH,CSCO,IBM,AMD,WFC,DIS,RTX,BX,MRK,T,PEP,CAT,UBER,NOW,INTU,TMO,TXN,BKNG,ISRG,AXP,ABT,MCD,VZ"
2025-10-01,"NVDA,MSFT,AAPL,GOOG,AMZN,META,AVGO,TSLA,BRK.B,JPM,WMT,ORCL,LLY,V,MA,NFLX,XOM,JNJ,PLTR,COST,ABBV,HD,BAC,PG,KO,GE,UNH,CSCO,WFC,TMUS,IBM,AMD,PM,DIS,APP,CRM,RTX,CAT,ABT,AXP,TMO,TXN,BKNG,UBER,NOW,C,MU,MCD,PEP,ISRG"
2025-11-01,"NVDA,AAPL,MSFT,GOOG,AMZN,AVGO,META,TSLA,BRK.B,JPM,WMT,LLY,ORCL,V,MA,XOM,PLTR,NFLX,JNJ,AMD,COST,ABBV,HD,BAC,PG,CVX,UNH,KO,CSCO,IBM,WFC,CAT,RTX,TMO,ABT,AXP,CRM,MCD,PEP,LRCX,QCOM,ANET,NOW,SHOP,UBER,DIS,GS,APP,TXN,ISRG"
2025-12-01,"NVDA,AAPL,GOOG,MSFT,AMZN,AVGO,META,TSLA,BRK.B,LLY,WMT,JPM,V,ORCL,JNJ,MA,XOM,NFLX,COST,ABBV,PLTR,BAC,HD,AMD,PG,GE,KO,CVX,CSCO,UNH,IBM,WFC,MS,CAT,MU,TMO,CRM,ABT,MCD,ISRG,PEP,APP,AMAT,LRCX,INTC,C,DIS,AMGN,T,TXN"
